 *******************************************************************************
 *    PROCEAF3 (1) 100 GROUP EAF3 ADAPTED FOR PROCESS CODE  MARCH 1993        *
 *******************************************************************************
 HARWELL COPY OF ACTIVATION AND TRANSMUTATION CROSS SECTION FILE FOR
 FUSION REACTORS FOR USE BY CULHAM PROCESS CODE SYSTEM
 -------------------------------------------------------------------------------
 BASIC DATA SOURCE: REAC ECN5 FILE, PRODUCED BY J.KOPECKY ECN PETTEN.
 SUPPLEMENTED BY: DATA FROM UKACT1 AND RENORMALISED (N,G) DATA.
 MOST DATA HAVE BEEN RENORMALIZED TO EXPERIMENTAL DATA OR TO DATA FROM
 SYSTEMATICS AT 14.5 MEV.
 THE GROUP CROSS SECTIONS HAVE BEEN CALCULATED AT ECN IN THE 100-GROUP
 GAM II STRUCTURE AND WITH THE VITAMIN-E FLUX WEIGHTING FUNCTION.
 ISOMERS AS TARGETS, NEW TARGETS.
 NEW SYSTEMATICS FOR (N,X). THIS VERSION CONTAINS NEW CAPTURE DATA.
 ACTINIDES INCLUDED.
 ###############################################################################
  10010 1020  100    H  1  (N,G  ) H  2                1.0000+00*
 JEF-1
 
 3.67961E-05 3.46326E-05 3.25963E-05 3.06797E-05 2.88758E-05 2.71779E-05
 2.55799E-05 2.40759E-05 2.26603E-05 2.13279E-05 2.00739E-05 1.88936E-05
 1.77827E-05 1.67371E-05 1.57530E-05 1.48267E-05 1.39550E-05 1.31344E-05
 1.23622E-05 1.16353E-05 1.09512E-05 1.03072E-05 1.28836E-05 1.91704E-05
 1.99998E-05 2.06066E-05 2.41820E-05 2.87993E-05 3.42982E-05 4.08471E-05
 4.86464E-05 5.79350E-05 6.89970E-05 8.21713E-05 9.71616E-05 1.06783E-04
 1.15130E-04 1.24128E-04 1.33830E-04 1.44291E-04 1.55569E-04 1.67728E-04
 1.80838E-04 1.95084E-04 2.16474E-04 2.43899E-04 2.74797E-04 3.09610E-04
 3.48833E-04 3.93025E-04 4.42816E-04 4.98914E-04 5.62119E-04 6.33329E-04
 7.13566E-04 8.03965E-04 9.05816E-04 1.02057E-03 1.14986E-03 1.29553E-03
 1.45966E-03 1.64457E-03 1.85695E-03 2.10797E-03 2.39352E-03 2.71775E-03
 3.08590E-03 3.50392E-03 3.97857E-03 4.51751E-03 5.12945E-03 5.82182E-03
 6.59353E-03 7.46518E-03 8.45208E-03 3.14125E-02
  30070 1040    7   LI  7  (N,D  )HE  6                1.0000+00*
 ENDF/B-V
 COMMENT. DOES NOT INCLUDE N,2NAD
 1.02170E-02 8.67642E-03 4.07992E-03 1.99320E-03 4.74572E-04 1.02090E-06
 0.00000E+00
  30070  430    7   LI  7  (N,Z) FE 51
 Sum of all reactions on target not included in reaction index.
 Processed by XSECTDT.FOR March 1993.
 5.61199E-02 4.70318E-02 2.76256E-02 1.58092E-02 4.80072E-03 5.83226E-04
 0.00000E+00
  40090  320    1   BE  9  (N,ND )LI  7                1.0000+00*
 THRES OUTPUT
 
 0.00000E+00
  40090 1020  100   BE  9  (N,G  )BE 10                1.0000+00*
 JEF-1
 
 9.99999E-05 9.99927E-05 9.99990E-05 9.99990E-05 9.99992E-05 9.99992E-05
 9.99992E-05 9.99992E-05 9.99991E-05 9.99991E-05 9.99991E-05 9.99991E-05
 9.99991E-05 9.99991E-05 9.99991E-05 9.99990E-05 9.99990E-05 9.99990E-05
 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05
 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05
 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05
 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05
 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05 9.99990E-05
 9.99990E-05 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05
 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05
 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05 9.99996E-05
 9.99996E-05 1.00062E-04 1.03097E-04 1.07838E-04 1.12788E-04 1.17961E-04
 1.23270E-04 1.28937E-04 1.34843E-04 1.41051E-04 1.47518E-04 1.59988E-04
 1.81280E-04 2.05435E-04 2.32791E-04 2.63791E-04 2.98943E-04 3.38730E-04
 3.83903E-04 4.35001E-04 4.92930E-04 5.58655E-04 6.33048E-04 7.17409E-04
 8.12786E-04 9.21095E-04 1.04377E-03 1.18286E-03 1.34041E-03 1.51907E-03
 1.72067E-03 1.94881E-03 2.20833E-03 8.33546E-03
  40090 1050    4   BE  9  (N,T  )LI  7                1.0000+00*
 ENDF/B-V
 
 1.83998E-02 1.59921E-02 8.96404E-04 0.00000E+00
  40090 1070   33   BE  9  (N,A  )HE  6                1.0000+00*
 THRES OUTPUT, ENDF/B CORRECTED
 
 1.07981E-02 1.23230E-02 1.58852E-02 1.84599E-02 2.08925E-02 2.47501E-02
 3.00273E-02 3.54303E-02 4.45584E-02 5.36097E-02 6.18110E-02 7.06341E-02
 7.95913E-02 8.76993E-02 9.50407E-02 1.01686E-01 1.04474E-01 9.34283E-02
 7.38605E-02 5.52764E-02 4.04571E-02 2.98305E-02 2.02360E-02 1.25499E-02
 7.19559E-03 5.32134E-03 3.93912E-03 2.68843E-03 1.55677E-03 5.32795E-04
 1.13070E-05 2.39429E-08 0.00000E+00
  40090  430   22   BE  9  (N,Z) FE 51
 Sum of all reactions on target not included in reaction index.
 Processed by XSECTDT.FOR March 1993.
 5.20654E-01 5.32065E-01 5.53495E-01 5.61375E-01 5.66572E-01 5.69263E-01
 5.72454E-01 5.76984E-01 5.76916E-01 5.52707E-01 5.27743E-01 5.09168E-01
 4.95135E-01 4.82431E-01 4.59080E-01 3.72036E-01 2.07819E-01 3.45117E-02
 1.60518E-02 4.83309E-03 3.68141E-04 0.00000E+00
  40100 1020  100   BE 10  (N,G  )BE 11                1.1000-01*
 ESTIMATE, BE9 REVISED
 
 3.84511E-04 3.64073E-04 3.18645E-04 2.89367E-04 2.61771E-04 2.38025E-04
 2.16517E-04 1.97039E-04 1.79399E-04 1.63426E-04 1.48963E-04 1.35869E-04
 1.24013E-04 1.13281E-04 1.03565E-04 9.47706E-05 8.68099E-05 7.96042E-05
 7.30822E-05 6.71790E-05 6.18313E-05 5.69915E-05 5.26123E-05 4.86498E-05
